G,AG,dist,mass,radius,lum,MG,teff,logg,met
15,3.163,261.9124,0.919,0.779,0.007,4.747,6531.09,4.653,-1.799
15,1.949,493.2695,0.977,0.811,0.059,4.586,6597.284,4.671,-1.185
15,3.919,4443.5295,3.959,14.484,2.709,-2.158,7177.196,2.737,-0.145
15,3.471,262.7547,1.021,0.889,0.112,4.431,6492.193,4.572,-0.926
15,0.121,7490.276,1.93,4.146,1.664,0.507,7349.699,3.497,-0.813
15,3.741,3614.1048,1.559,34.852,2.615,-1.531,4382.12,1.524,-0.496
15,3.124,8437.7041,1.955,64.015,3.121,-2.755,4326.72,1.064,-1.066
15,6.331,169.1426,1.549,2.031,0.841,2.528,6536.253,3.985,0.3
15,6.292,38.5436,0.896,0.79,-0.408,5.778,5108.565,4.609,0.129
15,0.937,8652.3043,2.142,10.117,2.133,-0.622,6161.234,2.74,-1.614
15,5.14,23350.739,15.071,542.49,4.865,-6.982,4055.126,0.13,-0.435
15,0.584,61589.1949,6.018,84.389,3.698,-4.532,5251.193,1.271,-0.907
15,0.371,19921.0425,3.818,14.147,2.588,-1.867,6771.161,2.696,0.069
15,2.527,35163.4611,7.194,80.79,3.957,-5.257,6231.895,1.402,-0.991
15,6.038,161.3934,1.329,2.323,0.698,2.922,5629.027,3.832,0.291
15,1.213,18363.4111,4.374,18.89,2.863,-2.533,6864.063,2.481,-0.196
15,5.375,388.6687,1.556,2.983,1.196,1.677,6616.892,3.595,-0.315
15,4.631,775.5496,1.806,3.881,1.497,0.921,6899.827,3.496,-0.419
15,0.3,193234.2593,11.795,256.681,4.597,-6.731,5052.462,0.715,-1.804
15,2.333,13076.7759,4.007,49.33,3.091,-2.915,4843.333,1.637,-1.167
15,0.459,14808.7623,2.985,9.212,2.39,-1.311,7485.607,2.951,-0.735
15,2.529,87312.9733,13.926,352.018,4.801,-7.234,4851.962,0.496,0.267
15,1.549,1340.0831,1.553,1.45,0.731,2.816,7261.72,4.456,0.239
15,0.642,1358.2064,0.97,1.048,0.428,3.694,7173.761,4.351,-1.823
15,5.543,16196.9098,11.209,237.55,4.533,-6.59,5063.167,0.727,0.197
15,0.857,24984.9079,3.865,33.09,3.02,-2.845,5676.155,1.953,-1.72
15,1.454,6142.4368,2.681,8.046,2.018,-0.396,6467.182,3.041,-0.222
15,5.669,24201.5177,16.444,343.99,4.901,-7.588,5200.287,0.674,-0.718
15,4.916,6281.0815,5.315,63.42,3.478,-3.906,5338.101,1.471,-1.713
15,0.891,6002.8275,0.909,12.431,1.847,0.217,4715.642,2.233,-1.168
15,2.988,5766.3216,2.985,19.743,2.597,-1.793,5759.676,2.299,-1.204
15,0.753,215.0283,0.551,0.459,-1.061,7.585,4600.926,4.848,-1.266
15,5.384,245.132,0.888,3.524,0.832,2.669,4937.173,3.314,-1.107
15,6.049,13207.4144,11.522,268.9,4.592,-6.653,4923.847,0.603,-1.504
15,0.176,1980.4179,1.064,1.782,0.535,3.34,5851.796,3.943,-0.231
15,2.783,1458.7307,1.524,3.519,1.317,1.397,6532.617,3.471,-1.03
15,6.708,653.3911,2.818,6.829,2.176,-0.784,7688.141,3.182,-0.184
15,5.594,17.5882,0.455,0.419,-1.296,8.18,4205.994,4.828,-1.321
15,0.703,7980.8348,2.597,7.892,1.936,-0.213,6230.217,3.039,-0.105
15,2.891,685.6846,0.843,2.322,0.729,2.928,5731.432,3.828,-2.083
15,6.622,5168.8205,6.94,76.046,3.923,-5.189,6297.421,1.477,-0.579
15,1.942,863.4719,1.121,1.855,0.52,3.377,5686.151,3.925,-0.019
15,0.764,408366.9589,28.702,769.935,5.45,-8.819,4768.404,0.099,-0.052
15,4.393,711.9587,1.478,2.815,1.344,1.345,7419.01,3.641,-1.29
15,6.751,499.9603,1.999,9.301,1.988,-0.246,5911.912,2.775,-1.711
15,5.676,250.3164,1.333,2.871,0.943,2.332,5829.722,3.62,-0.485
15,0.732,4864.2862,1.896,7.58,1.565,0.833,5132.763,2.959,-0.482
15,2.767,51658.0368,9.933,125.938,4.368,-6.333,6321.515,1.23,0.025
15,6.714,533.4337,2.743,11.079,2.02,-0.35,5516.419,2.796,-0.519
15,5.571,747.0054,1.386,13.224,1.903,0.063,4721.917,2.355,-0.845
15,1.251,3778.0539,2.232,2.991,1.515,0.863,7941.274,3.804,0.302
15,4.495,470.6549,1.21,2.669,1.03,2.141,6359.211,3.624,-1.324
15,1.497,670.3163,0.857,0.897,0.159,4.372,6641.157,4.448,-1.917
15,1.78,12449.5493,4.026,36.125,2.829,-2.256,4868.489,1.899,-0.753
15,5.369,178.2805,1.146,1.002,0.56,3.376,7920.133,4.48,-1.921
15,0.069,1838.4339,0.894,1.345,0.445,3.609,6396.862,4.107,-1.254
15,1.828,855.4123,0.995,0.989,0.511,3.512,7748.181,4.331,-2.655
15,5.613,943.1207,1.772,23.701,2.221,-0.486,4234.669,1.919,0.266
15,2.275,326.1435,0.819,0.707,-0.149,5.158,6265.971,4.641,-2.378
15,2.05,37171.2967,6.514,55.102,3.81,-4.901,6934.505,1.778,-0.936
15,6.423,145.3655,0.903,1.792,0.797,2.764,6786.986,3.885,-2.516
15,0.791,23986.5587,4.789,47.649,3.014,-2.691,4716.007,1.752,0.094
15,1.995,7210.9834,0.899,33.208,2.509,-1.285,4223.541,1.383,-1.098
15,4.147,84.5323,0.729,0.598,-0.578,6.217,5325.518,4.902,-0.988
15,0.887,7119.5401,2.296,5.291,1.927,-0.149,7568.783,3.381,-0.549
15,5.632,152.1745,1.201,1.079,0.513,3.456,7424.799,4.431,-1.229
15,5.964,685.0434,2.873,11.103,1.953,-0.143,5303.792,2.775,-0.278
15,5.619,3488.6332,4.707,45.789,3.219,-3.333,5411.53,1.758,-0.901
15,1.315,6928.7013,2.561,9.636,2.081,-0.518,6128.498,2.871,-1.042
15,0.08,121090.5283,8.699,211.861,4.193,-5.495,4407.315,0.698,-0.651
15,0.42,9538.5994,2.387,8.46,2.006,-0.317,6263.298,2.952,-1.231
15,1.903,1154.496,1.157,1.759,0.764,2.785,6717.575,3.984,-0.651
15,0.122,5741.4072,1.551,5.204,1.464,1.083,5845.879,3.208,-1.853
15,1.878,17494.9125,3.862,32.952,3.111,-3.093,5994.557,1.959,-1.414
15,0.027,2407.9053,0.833,1.707,0.681,3.064,6503.13,3.938,-2.484
15,0.368,2981.0141,1.387,1.777,0.979,2.26,7568.484,4.058,-0.709
15,3.687,451.7458,1.121,1.97,0.653,3.038,5955.551,3.893,-0.301
15,1.428,51915.6753,6.958,99.843,3.876,-5.004,5349.848,1.245,-0.553
15,1.572,3962.0336,2.005,4.518,1.69,0.439,7147.248,3.475,-0.464
15,6.328,225.0578,1.379,4.46,1.137,1.911,5230.339,3.257,-0.842
15,0.13,21138.9216,1.82,31.566,2.652,-1.755,4702.051,1.673,-1.195
15,2.366,32378.8161,7.328,160.104,3.956,-4.917,4422.82,0.888,-0.676
15,4.035,358.1073,0.953,2.485,0.624,3.195,5217.706,3.613,-0.956
15,1.638,750.6538,1.146,1.212,0.265,3.985,6073.994,4.315,0.095
15,6.299,46.6943,0.848,0.712,-0.256,5.355,5869.754,4.684,-1.048
15,3.639,170.0658,0.994,0.857,-0.2,5.208,5526.652,4.613,0.203
15,1.257,9883.3677,0.926,31.012,2.475,-1.232,4284.856,1.444,-1.147
15,6.009,297.935,1.047,6.673,1.282,1.62,4649.954,2.825,-0.328
15,2.209,1368.2492,1.057,2.528,1.059,2.11,6641.639,3.664,-2.256
15,6.794,750.6906,2.96,9.354,2.332,-1.171,7184.519,2.866,-0.903
15,1.803,2537.3198,1.452,7.172,1.445,1.175,4924.589,2.873,-0.421
15,1.848,271321.401,29.792,713.316,5.494,-9.015,5081.116,0.181,-0.083
15,0.325,17974.4137,3.338,11.81,2.499,-1.598,7041.743,2.725,-0.789
15,3.133,11887.326,4.885,58.648,3.31,-3.508,5039.346,1.586,-1.315
15,1.388,10297.9651,2.644,12.197,2.449,-1.452,6730.947,2.651,-1.38
15,2.04,1331.4546,1.216,2.499,0.944,2.338,6253.762,3.716,-0.729
15,4.695,1126.7808,0.996,18.865,1.982,0.046,4135.949,1.947,-0.184
15,1.054,34597.7176,5.248,45.473,3.362,-3.749,5898.27,1.839,-0.436
15,2.212,491.5445,0.997,0.853,0.176,4.33,6875.611,4.589,-1.791
15,1.366,225144.9019,21.276,541.428,5.177,-8.128,4857.69,0.3,-0.628
15,0.751,3758.2231,1.932,3.066,1.303,1.374,6942.637,3.729,0.078
15,0.599,36681.5036,4.581,41.321,3.238,-3.421,5761.209,1.833,-1.13
15,1.26,429.797,0.896,0.74,-0.338,5.574,5493.309,4.923,-0.066
15,5.825,352.3023,1.786,4.639,1.298,1.44,5627.245,3.329,-0.373
15,0.165,93701.806,6.947,87.044,3.874,-5.024,5721.784,1.353,-0.813
15,0.219,13045.3452,2.738,7.95,2.18,-0.796,7140.492,3.037,-0.488
15,1.977,6170.4411,0.966,27.56,2.371,-0.928,4281.141,1.58,-0.891
15,0.704,950.5865,1.009,0.872,0.13,4.406,6626.224,4.593,-1.189
15,6.272,38.7535,0.694,0.668,-0.424,5.787,5504.143,4.589,-1.335
15,0.744,354423.2289,26.146,644.038,5.325,-8.492,4850.03,0.21,-0.509
15,0.117,19643.1724,3.059,17.177,2.506,-1.583,5863.159,2.436,-0.683
15,5.364,412.9229,1.484,2.581,1.254,1.557,7354.096,3.732,-0.715
15,2.257,24749.8522,6.449,30.881,3.55,-4.225,7971.771,2.202,0.165
15,0.69,3805.1827,1.349,2.783,1.327,1.408,7386.756,3.604,-1.989
15,0.838,385804.8168,28.641,821.765,5.464,-8.77,4651.855,0.028,0.092
15,5.756,8679.0084,5.815,205.834,4.188,-5.448,4458.01,0.483,-1.49
15,1.961,4216.0996,2.048,4.905,1.918,-0.085,7821.441,3.305,-1.588
15,1.527,1059.75,1.251,1.095,0.554,3.347,7548.863,4.627,-1.14
15,0.748,298.3937,0.625,0.505,-0.822,6.878,5031.612,4.919,-1.403
15,3.017,174.0389,0.806,0.776,-0.429,5.78,5090.367,4.617,-0.339
15,4.765,6880.5308,5.331,66.854,3.486,-3.953,5223.2,1.52,-1.873
15,3.153,2962.0457,2.46,8.24,2.07,-0.511,6586.149,2.959,-1.116
15,0.23,14665.7205,2.963,19.252,2.333,-1.062,5011.494,2.317,-0.831
15,2.206,184.1058,0.657,0.542,-0.683,6.468,5265.953,4.792,-1.746
15,3.275,1061.4778,1.865,4.205,1.235,1.595,5699.406,3.413,0.134
15,2.041,1094.126,0.842,2.44,0.801,2.763,5827.958,3.662,-2.433
15,5.201,6521.9286,6.826,64.545,3.566,-4.273,5565.057,1.628,0.158
15,1.383,144560.2713,16.096,462.273,4.865,-7.183,4394.917,0.318,-0.758
15,6.253,74.5434,0.938,1.157,0.116,4.385,5707.128,4.265,-0.051
15,4.723,365.8952,1.072,2.138,0.905,2.461,6610.62,3.792,-1.484
15,1.428,30785.1177,5.332,69.25,3.455,-3.869,5040.699,1.488,-1.279
15,5.446,248.8681,0.985,2.167,0.869,2.575,6432.869,3.751,-1.812
15,0.884,1502.1094,0.975,2.9,0.632,3.233,4849.354,3.499,-0.197
15,2.727,596.5774,1.174,1.668,0.502,3.395,5936.485,4.045,0.113
15,0.582,4323.615,1.519,3.624,1.389,1.239,6708.476,3.432,-1.295
15,1.398,34442.6779,4.787,54.215,3.515,-4.084,5897.114,1.599,-2.317
15,1.018,17689.2186,3.806,28.637,2.79,-2.257,5346.047,2.06,-0.361
15,0.521,1045.4187,0.866,1.047,0.124,4.382,6025.941,4.324,-0.536
15,0.244,7102.668,2.005,3.996,1.666,0.498,7493.59,3.513,-0.376
15,0.446,88169.921,6.938,74.993,3.92,-5.173,6331.24,1.506,-0.548
15,0.864,4923.6566,2.211,4.119,1.582,0.675,7032.342,3.508,0.021
15,1.09,1971.8095,1.529,1.757,0.89,2.435,7230.085,4.128,-0.111
15,2.888,975.4167,1.642,1.669,1.009,2.166,7943.974,4.193,-0.161
15,4.295,20530.214,8.495,106.377,4.207,-5.857,6270.126,1.261,-1.35
15,0.565,693.4511,0.828,0.773,-0.211,5.23,5785.201,4.562,-0.659
15,0.776,1411.3513,1.127,1.63,0.472,3.476,5900.839,4.053,0.035
15,2.563,8922.6804,4.066,20.403,2.786,-2.315,6317.665,2.442,-0.45
15,3.78,15806.421,7.492,56.11,3.749,-4.774,6634.064,1.81,0.272
15,0.567,1318.6634,0.916,1.088,0.365,3.832,6792.606,4.31,-1.561
15,4.603,598.9137,1.816,2.623,1.257,1.511,7311.347,3.856,-0.122
15,2.656,54867.9225,10.928,274.344,4.497,-6.353,4614.796,0.563,0.235
15,0.958,5871.1861,1.49,11.641,1.847,0.199,4871.923,2.458,-0.828
15,4.421,504.1366,1.13,2.159,1.07,2.066,7231.473,3.769,-1.896
15,2.311,1589.3372,1.711,2.902,1.187,1.682,6673.02,3.732,-0.172
15,2.387,3053.8458,2.041,13.12,1.877,0.189,4670.093,2.482,-0.037
15,0.895,20262.4872,3.565,21.611,2.835,-2.428,6316.278,2.298,-1.153
15,1.907,1044.0551,1.368,1.201,0.688,3,7787.419,4.644,-0.766
15,6.128,136.8971,1.325,1.236,0.604,3.19,7308.439,4.354,-0.439
15,3.302,4131.4304,3.157,13.443,2.427,-1.382,6332.16,2.602,-1.049
15,5.587,1050.2329,3.085,15.839,2.179,-0.693,5057.435,2.514,-0.101
15,2.366,737.6871,1.277,1.13,0.571,3.294,7503.195,4.444,-0.679
15,3.536,557.5885,1.109,2.282,0.786,2.733,5973.549,3.739,-0.941
15,2.851,503.9707,1.135,0.923,0.46,3.637,7785.217,4.552,-2.219
15,3.324,27105.1305,7.675,73.277,4.041,-5.489,6866.177,1.571,-0.397
15,1.141,1882.3821,1.654,1.552,0.868,2.486,7594.505,4.639,0.211
15,0.235,110530.8873,3.987,272.672,4.292,-5.452,4114.147,0.04,-1.335
15,4.655,654.4229,1.528,2.834,1.374,1.266,7521.506,3.715,-1.22
15,3.082,7375.646,4.35,19.042,2.807,-2.421,6619.808,2.457,0.243
15,0.2,9043.9558,2.386,4.608,1.854,0.019,7777.265,3.417,-0.107
15,0.839,6222.3481,2.223,13.133,1.878,0.191,4668.881,2.522,0.256
15,3.301,12256.4641,5.204,49.343,3.363,-3.743,5666.122,1.75,-0.532
15,0.946,1416.3646,1.268,1.131,0.571,3.298,7503.349,4.495,-1.072
15,0.309,605.9642,0.815,0.784,-0.423,5.779,5082.755,4.606,-0.254
15,0.782,2239.7293,0.991,1.925,0.911,2.467,6991.008,3.921,-2.294
15,4.03,369.3104,1.262,1.174,0.638,3.133,7650.997,4.382,-1.056
15,0.912,3892.7128,1.583,3.322,1.424,1.137,7151.991,3.524,-1.178
15,0.008,17871.6173,3.579,16.897,2.377,-1.269,5486.572,2.526,0.037
15,0.47,97707.7792,6.121,267.975,4.243,-5.42,4034.155,0.341,-0.92
15,1.58,112977.6208,11.599,187.275,4.597,-6.845,5915.075,1.018,-1.662
15,1.384,6135.0582,0.972,18.19,2.095,-0.323,4496.557,1.917,-0.923
15,0.44,1545.1752,0.921,1.125,0.458,3.615,7047.493,4.274,-1.898
15,1.137,21534.9879,4.675,19.089,2.962,-2.803,7231.093,2.441,0.148
15,5.168,1704.7721,3.63,17.827,2.413,-1.326,5453.26,2.518,-0.219
15,2.459,1209.0266,1.159,2.137,1.04,2.129,7147.164,3.783,-1.636
15,3.691,2652.6271,2.886,9.212,2.175,-0.809,6614.858,3.006,-0.221
15,0.447,10863.0381,2.647,7.012,2.112,-0.627,7311.207,3.18,-0.461
15,0.614,1478.6098,0.905,1.145,0.493,3.537,7127.143,4.276,-2.222
15,0.442,186573.7737,13.375,386.808,4.729,-6.796,4440.711,0.376,0.27
15,3.493,8092.3886,3.939,27.585,3.077,-3.034,6424.841,2.126,-1.466
15,1.272,33640.8345,4.679,61.486,3.472,-3.906,5401.454,1.44,-2.267
15,0.418,1240.6041,0.95,0.934,0.262,4.114,6906.842,4.459,-1.847
15,0.546,13903.7412,3.579,16.525,2.377,-1.262,5547.873,2.589,0.021
15,1.895,3941.1669,2.385,10.444,1.848,0.127,5148.254,2.777,-0.523
15,0.28,5428.5796,2.14,2.912,1.437,1.047,7695.183,3.828,0.21
15,0.715,31749.4307,4.25,35.471,3.171,-3.223,5982.248,1.89,-1.756
15,0.021,405234.2224,19.285,379.474,5.086,-8.06,5508.191,0.635,-0.304
15,1.409,106206.7969,12.715,353.421,4.615,-6.54,4351.646,0.441,-0.936
15,0.279,2468.0842,1.461,1.881,0.75,2.759,6446.462,4.042,0.148
15,4.677,9010.1107,6.287,52.246,3.623,-4.45,6392.56,1.873,0.088
15,3.481,2900.135,3.557,16.404,2.223,-0.793,5094.821,2.522,0.145
15,6.479,4251.3931,6.109,57.664,3.701,-4.621,6365.712,1.709,-0.655
15,3.966,443.7644,1.257,1.757,0.756,2.798,6692.568,4.019,-0.76
15,2.325,18504.2738,5.287,45.964,3.321,-3.661,5727.818,1.825,-0.089
15,1.029,1459.56,1.423,1.353,0.602,3.15,6980.833,4.415,0.034
15,1.527,150249.0846,16.768,433.376,4.906,-7.411,4644.805,0.393,-0.089
15,2.374,3064.0471,2.013,6.147,1.801,0.194,6529.397,3.119,-1.315
15,1.539,4518.2775,2.581,8.592,1.799,0.186,5517.477,2.968,-0.102
15,1.379,12962.2385,3.174,20.446,2.647,-1.943,5826.305,2.301,-0.672
15,3.509,29702.2728,8.631,79.146,4.194,-5.873,7215.807,1.562,-0.17
15,3.706,29252.0923,8.993,152.239,4.287,-6.037,5489.558,1.065,-0.703
15,6.876,10268.7288,11.866,167.13,4.608,-6.934,6301.928,1.079,-0.007
15,0.615,608.7029,0.882,0.72,-0.299,5.463,5699.859,4.774,-0.278
15,0.348,24684.5037,4.066,19.949,2.786,-2.31,6389.028,2.404,-0.434
15,1.017,2160.6666,1.185,1.782,0.966,2.31,7498.189,3.987,-1.414
15,1.787,21173.2952,4.398,31.22,3.226,-3.416,6582.373,2.066,-1.359
15,3.211,867.9895,1.305,2.549,1.039,2.097,6541.926,3.698,-0.991
15,6.02,43.1581,0.855,0.692,-0.418,5.805,5425.669,4.927,-0.13
15,5.7,88.8018,0.936,0.872,0.067,4.558,6392.976,4.512,-1.24
15,1.663,8708.1552,3.346,8.215,2.402,-1.363,7983.328,3.049,0.109
15,0.335,12376.6905,3.573,16.338,2.227,-0.798,5119.244,2.514,0.182
15,0.297,2194.0127,1.403,1.754,0.654,2.997,6317.262,4.073,0.234
15,1.69,15752.931,4.407,44.137,2.992,-2.677,4838.379,1.789,-0.806
15,3.038,13187.5334,4.327,36.095,3.321,-3.639,6465.088,1.948,-1.629
15,2.414,1393.8127,1.488,2.279,1.132,1.865,7297.259,3.889,-0.687
15,0.15,4438.9275,1.261,2.876,1.244,1.613,6930.056,3.597,-2.138
15,0.152,7638.8743,2.376,4.222,1.678,0.433,7341.102,3.549,0.105
15,5.229,3572.2439,4.194,40.81,3.105,-2.994,5366.848,1.789,-2.08
15,0.094,6145.1983,1.895,5.483,1.5,0.963,5815.303,3.191,-0.68
15,3.252,15066.6719,7.146,135.311,3.716,-4.142,4190.189,0.995,0.288
15,1.407,1572.0481,1.083,3.3,0.856,2.61,5171.921,3.422,-0.92
15,2.731,1382.8649,1.553,2.556,1.252,1.565,7383.354,3.785,-1.067
15,3.767,25542.4616,8.593,105.055,4.171,-5.804,6180.032,1.334,-0.327
15,2.551,735.4024,1.132,2.532,0.646,3.117,5234.573,3.679,-0.397
15,1.193,54815.9467,6.536,65.106,3.824,-4.888,6429.698,1.627,-1.972
15,1.539,3083.8169,1.92,3.025,1.465,1.015,7672.488,3.728,-0.376
15,0.7,1563.3086,0.837,1.609,0.565,3.33,6265.661,3.972,-1.723
15,1.859,4650.3181,2.265,6.151,1.946,-0.197,7097.579,3.156,-0.735
15,1.959,14946.4926,4.641,36.541,3.016,-2.832,5388.999,1.951,0.022
15,1.279,5141.2239,1.95,6.875,1.818,0.165,6235.172,3.048,-1.743
15,5.766,155.7482,1.04,1.101,0.599,3.272,7726.323,4.359,-2.048
15,3.59,1131.4617,1.839,3.338,1.407,1.142,7064.438,3.594,-0.331
15,2.806,794.7901,0.89,2.502,0.831,2.693,5855.264,3.571,-2.083
15,0.021,954.8388,0.901,0.74,-0.147,5.079,6132.088,4.715,-0.626
15,2.509,809.2478,0.945,1.749,0.714,2.951,6546.142,3.905,-1.606
15,3.149,12628.4241,4.694,39.726,3.334,-3.656,6206.694,1.845,-1.745
15,1.992,1075.8173,1.271,1.3,0.752,2.849,7762.055,4.294,-1.103
15,2.387,59254.234,8.735,247.912,4.442,-6.25,4703.825,0.576,-1.811
15,0.05,15343.2973,2.284,12.277,2.271,-0.98,6056.85,2.586,-1.417
15,2.785,1656.8205,1.218,8.67,1.505,1.119,4636.462,2.652,-0.174
15,6.158,138.7704,0.841,2.181,0.639,3.13,5614.896,3.805,-1.65
15,4.498,243.8242,1.227,1.127,0.454,3.567,7024.347,4.489,-0.49
15,0.686,3329.7568,1.727,2.83,1.178,1.702,6722.18,3.752,-0.121
15,0.21,91607.0396,7.072,61.284,3.843,-5.019,6700.784,1.703,-0.004
15,0.553,31112.6656,2.153,49.753,3.144,-3.018,4973.837,1.326,-2.421
15,1.218,2566.5784,1.234,2.28,1.201,1.736,7589.732,3.867,-2.108
15,3.007,210.8022,0.833,0.693,-0.26,5.373,5939.465,4.722,-1.255
15,1.851,9215.285,3.786,15.37,2.522,-1.673,6252.623,2.631,0.269
15,3.51,892.462,1.427,2.91,1.18,1.737,6640.125,3.635,-0.913
15,5.599,180.9638,1.194,1.471,0.633,3.113,6813.184,4.144,-0.517
15,2.641,48373.7816,10.142,197.726,4.361,-6.064,5024.214,0.733,-0.332
15,0.45,148.9877,0.45,0.36,-1.417,8.685,4230.629,4.996,-0.447
15,0.388,97913.0475,7.459,85.164,3.993,-5.342,6195.426,1.383,-0.947
15,1.702,1027.0946,1.122,1.139,0.605,3.24,7619.57,4.352,-1.5
15,1.056,1446.9363,1.101,1.214,0.641,3.142,7535.446,4.303,-1.484
15,0.287,347122.0477,21.434,666.875,5.193,-7.989,4417.514,0.115,0.27
15,6.416,78.8299,1.196,1.052,0.223,4.101,6364.895,4.533,0.108
15,2.082,750.1436,1.144,1.108,0.475,3.542,7170.69,4.388,-1.185
15,4.127,337.2386,1.402,1.332,0.568,3.233,6897.826,4.394,0.04
15,1.592,2069.1657,1.415,3.604,1.156,1.829,5884.261,3.426,-1.225
15,2.358,9547.0484,4.224,32.17,2.803,-2.258,5082.436,2.036,-0.043
15,5.584,121.7677,1.082,0.921,0.306,3.988,7134.154,4.615,-1.408
15,0.35,1963.2379,1.158,1.338,0.61,3.186,7053.151,4.23,-1.056
15,0.181,4933.1646,0.999,8.485,1.42,1.354,4463.409,2.602,-0.123
15,2.744,3468.937,1.733,10.644,2.069,-0.445,5789.583,2.614,-1.857
15,0.822,711.0242,0.967,0.827,-0.092,4.919,5986.785,4.633,-0.348
15,3.795,4130.6822,3.091,37.435,2.724,-1.875,4501.547,1.762,-0.279
15,2.693,3292.5155,0.986,20.565,2.089,-0.281,4214.443,1.87,-0.436
15,1.261,6388.1935,2.576,6.708,1.965,-0.287,6870.967,3.207,-0.089
15,0.201,443.2152,0.726,0.632,-0.691,6.566,4848.219,4.705,-0.355
15,3.168,782.5467,1.385,3.489,0.945,2.364,5295.065,3.481,-0.546
15,3.282,371.8139,1.082,0.903,0.368,3.866,7467.499,4.645,-2.32
15,4.09,488.2331,1.319,1.896,0.891,2.467,6963.752,4,-0.939
15,0.174,21634.57,4.453,28.218,2.661,-1.85,5000.79,2.054,0.201
15,1.28,1181.1175,0.894,1.294,0.56,3.359,6967.792,4.141,-1.986
15,2.454,2344.0602,2.385,7.394,1.611,0.697,5336.575,2.976,-0.2
15,0.346,877.4021,0.757,0.835,-0.082,4.938,5994.418,4.453,-1.564
15,0.057,4534.1785,1.62,3.27,1.196,1.66,6318.91,3.577,-0.132
15,2.851,77597.7088,16.958,492.764,4.913,-7.3,4375.024,0.268,-0.756
15,0.105,5317.6722,1.441,3.145,1.376,1.266,7150.227,3.574,-1.587
15,6,645.4306,3.037,11.707,1.916,-0.049,5056.711,2.75,0.239
15,5.856,2020.3948,3.9,29.432,2.84,-2.383,5427.39,2.072,-0.602
15,2.376,138.2451,0.574,0.486,-0.853,6.92,5042.376,4.822,-2.409
15,1.035,1459.7912,1.407,1.299,0.609,3.143,7153.665,4.498,-0.062
15,3.78,3794.8569,3.562,12.138,2.519,-1.676,7024.599,2.831,-0.211
15,0.44,271687.569,14.848,203.542,4.871,-7.61,6644.668,1.126,0.141
15,0.653,106812.4313,8.402,125.61,4.183,-5.796,5692.294,1.118,-0.924
15,1.481,6707.8112,2.031,9.808,2.129,-0.614,6243.357,2.747,-1.713
15,0.088,340515.0351,19.741,698.937,5.142,-7.748,4189.681,0.03,-0.522
15,0.326,93180.7347,6.901,68.473,3.925,-5.173,6644.153,1.646,-1.34
15,3.754,525.3864,1.124,1.419,0.842,2.644,7824.527,4.164,-1.629
15,1.17,2488.5347,1.94,4.912,1.166,1.85,5069.484,3.329,0.183
15,4.002,8480.5104,4.943,32.732,3.304,-3.644,6722.199,2.097,-0.468
15,2.993,2861.0054,2.596,6.167,1.959,-0.276,7140.986,3.272,0.008
15,3.904,14669.63,6.57,101.098,3.802,-4.736,5094.807,1.259,-1.301
15,1.501,3068.6198,1.75,2.837,1.457,1.064,7883.752,3.72,-1.067
15,0.982,149414.8213,12.007,209.969,4.61,-6.854,5630.179,0.902,-0.321
15,2.167,7696.7002,3.569,12.15,2.482,-1.599,6875.529,2.803,0.004
15,4.809,9231.0608,6.009,62.485,3.719,-4.635,6178.902,1.576,-1.572
15,0.147,17090.6914,3.293,8.972,2.375,-1.311,7520.488,3.03,-0.074
15,3.059,624.6924,1.011,1.256,0.721,2.962,7759.783,4.218,-2.116
15,2.188,75042.4031,11.969,431.952,4.679,-6.565,4083.026,0.267,-0.835
15,3.559,553.9571,1.068,1.335,0.817,2.724,7951.304,4.181,-1.986
15,4.394,361.4548,0.985,1.628,0.771,2.816,7013.909,3.968,-1.732
15,6.155,8424.2464,8.279,120.775,4.174,-5.783,5775.794,1.159,-1.731
15,6.272,8935.5975,9.579,190.779,4.327,-6.028,5016.893,0.82,0.294
15,0.816,393631.525,28.774,736.538,5.431,-8.791,4820.615,0.165,-1.036
15,2.975,27371.2369,7.192,63.351,3.909,-5.161,6844.208,1.693,-0.366
15,0.077,112811.1025,8.659,193.567,4.121,-5.338,4424.707,0.797,-0.475
15,2.8,3135.4558,2.32,6.717,1.979,-0.282,6920.002,3.163,-1.043
15,0.031,6670.2518,2.044,4.692,1.511,0.848,6324.503,3.345,0.111
15,0.74,19810.0788,0.899,38.895,2.834,-2.224,4704.944,1.197,-2.189
15,1.626,10452.7919,3.702,13.185,2.53,-1.723,6782.16,2.708,0.125
15,1.697,14979.9025,2.946,59.072,3.038,-2.575,4292.501,1.352,-0.375
15,0.485,29941.4587,4.706,17.762,2.997,-2.867,7649.951,2.519,-0.039
15,0.872,485.1884,0.684,0.627,-0.375,5.699,5843.235,4.632,-2.012
15,1.94,5551.9847,2.578,7.942,2.13,-0.663,6944.428,3.034,-0.662
15,0.854,1393.2231,0.863,1.278,0.536,3.425,6913.068,4.121,-2.11
15,3.248,1718.0912,1.772,4.236,1.646,0.576,7193.16,3.518,-1.416
15,1.878,715.6899,1.179,1.082,0.335,3.848,6694.865,4.455,-0.329
15,0.342,35954.523,4.214,43.438,3.135,-3.121,5293.794,1.78,-1.042
15,5.634,1257.7759,2.625,12.563,2.331,-1.132,6196.496,2.625,-1.407
15,0.594,12496.6503,2.948,10.87,2.286,-1.078,6490.541,2.829,-0.487
