index par epar mag
111849 4.13 1.38 8.826
111850 5.26 3.83 9.194
111851 2.35 1.12 9.261
111852 4.4 0.97 9.512
111853 0.92 0.84 8.511
111854 8.34 1.67 9.921
111855 6.18 1.48 9.956
111856 2.1 0.84 7.698
111857 4.38 0.87 4.17
111858 1.3 0.94 9.212
111859 6.18 1.06 8.785
111860 2.62 0.98 8.066
111861 10.74 1.16 9.093
111862 73.85 1.13 7.969
111863 29.76 3.19 10.842
111864 1.96 0.93 8.018
111865 6.22 0.64 7.958
111866 3.24 0.79 8.818
111867 0.24 1.23 10.369
111868 29.86 1.07 6.38
111869 0.01 0.68 7.254
111870 2.66 0.66 6.139
111871 3.29 1.53 9.882
111872 1.51 1.97 9.041
111873 2.48 0.87 8.789
111874 10.94 1.11 8.186
111875 2.04 0.89 8.687
111876 3.4 1.15 8.382
111877 30.49 0.95 5.815
111878 3.97 1.06 7.951
111879 17.69 2.85 NA
111880 34.05 0.6 7.533
111881 37.45 0.92 7.491
111882 6.13 1.62 9.804
111883 6.12 1.44 9.521
111884 13.91 1.83 10.471
111885 10.03 1.47 9.468
111886 43.65 1.3 9.256
111887 3.66 1.04 8.605
111888 11.23 0.81 8.883
111889 4.05 1.05 9.156
111890 5.58 0.91 7.269
111891 1.28 0.68 6.931
111892 1.21 1.21 8.289
111893 2.21 0.79 6.839
111894 1.44 1.56 9.915
111895 11.83 1.03 7.161
111896 11.15 0.84 8.121
111897 12.06 1.19 8.438
111898 6.22 0.89 7.785
111899 4.01 1.18 8.701
111900 1.02 1.52 9.997
111901 9.78 0.94 8.547
111902 2.89 1.02 9.628
111903 6.25 0.74 7.211
111904 12.49 1.52 10.033
111905 17.72 1.14 8.671
111906 6.38 1.01 8.34
111907 -1.47 1.2 9.535
111908 0.61 0.82 7.443
111909 0.62 1.5 8.433
111910 5.18 1.54 9.178
111911 16.29 1.95 8.79
111912 4.46 1.26 9.009
111913 0.61 1.28 9.197
111914 0.82 1.98 10.439
111915 19.97 1.74 8.953
111916 7.61 1.88 10.442
111917 0.3 1.06 9.525
111918 10.09 0.89 7.421
111919 2.38 0.74 7.916
111920 2.27 1.33 9.35
111921 3.3 1.12 8.595
111922 2.12 1.56 9.107
111923 5.05 1.71 10.505
111924 4.07 0.91 6.926
111925 4.42 1.16 8.946
111926 0.07 0.79 7.354
111927 3.15 1 7.806
111928 3.92 0.63 7.675
111929 0.94 0.95 8.96
111930 0 0.85 8.181
111931 3.32 0.95 8.446
111932 15.64 0.75 3.402
111933 6.35 1.45 9.945
111934 2.34 0.62 5.213
111935 3.92 0.73 6.56
111936 8.45 1.53 9.635
111937 5.81 1.28 9.533
111938 3.61 1.57 10.025
111939 3.98 0.58 7.367
111940 6.54 1 8.486
111941 5.12 0.83 7.833
111942 -0.46 1.41 9.639
111943 27.99 2.27 10.894
111944 10.08 0.65 6.046
111945 18.9 0.92 8.024
111946 11.01 4.12 9.177
111947 2.23 1.17 8.979
111948 1.92 1.22 9.553
111949 3.51 1.63 10.14
111950 0.37 1.31 9.401
111951 2.85 1.21 8.967
111952 23.29 0.94 9.502
111953 0.44 1.01 8.109
111954 10.7 0.69 4.796
111955 18.88 1.37 9.031
111956 9.18 1.59 9.567
111957 1.19 1.71 10.282
111958 0.34 1.41 8.835
111959 -0.92 1.39 9.946
111960 4.19 0.87 7.465
111961 7.86 1.41 9.277
111962 4.23 1.37 9.276
111963 5.13 1.06 9.123
111964 5.44 1.31 8.996
111965 12.82 1.56 8.37
111966 15.69 1.98 10.586
111967 2.96 1.17 7.881
111968 3.38 0.92 8.661
111969 12.22 0.79 6.044
111970 6.9 1.25 8.254
111971 26.55 2.1 NA
111972 1.64 1.37 9.458
111973 6.64 1.02 8.245
111974 5.55 1.33 9.439
111975 22.84 3.4 NA
111976 2.98 1.61 9.968
111977 5.24 0.81 7.25
111978 2.1 4.25 9.566
111979 0.64 1.28 9.368
111980 2.44 1.12 6.662
111981 8.93 0.97 7.168
111982 2.05 0.87 7.988
111983 2.61 1.37 8.946
111984 13.17 0.97 7.578
111985 1.4 1.15 8.835
111986 3.32 1.06 8.87
111987 13.32 2.25 9.431
111988 1.4 0.69 8.4
111989 4.24 1.32 7.797
111990 0.78 0.68 8.994
111991 2.76 1.12 8.824
111992 3.12 1.38 8.957
111993 4.08 0.91 8.084
111994 2.98 0.9 9.151
111995 2.89 0.7 8.212
111996 3.37 0.96 8.856
111997 26.54 1.94 9.614
111998 3.21 0.81 8.192
111999 0.38 1.02 7.882
112000 2.74 0.53 6.307
112001 7.77 0.97 7.398
112002 14.09 1.47 8.813
112003 11.35 1.4 9.325
112004 5.37 0.78 6.342
112005 2.76 1.16 8.619
112006 2.52 1.51 9.427
112007 5.52 0.77 7.51
112008 4.17 1.29 8.682
112009 2.89 1.56 9.998
112010 1.79 0.76 7.963
112011 2.98 1.3 8.714
112012 4.54 2.03 9.194
112013 4.35 0.91 7.431
112014 3.26 1.78 10.761
112015 20.4 0.83 8.176
112016 15.2 0.7 7.886
112017 6.46 1.52 8.939
112018 2.73 1.08 8.384
112019 42.47 0.72 6.061
112020 3.17 1.37 9.08
112021 3.75 1.21 8.72
112022 47.13 2.96 NA
112023 6.88 1.07 7.93
112024 19.17 0.75 2.299
112025 14 1.44 9.209
112026 9.51 1.35 9.268
112027 5.83 0.89 7.22
112028 5.2 0.81 8.034
112029 10.19 0.82 6.179
112030 7.74 1.11 8.957
112031 6.29 1.04 8.044
112032 3.36 0.94 8.804
112033 6.61 0.87 7.009
112034 -0.06 1.19 9.131
112035 2.59 0.79 8.518
112036 3.34 0.62 7.528
112037 24.85 2.52 10.691
112038 8.81 1.18 8.38
112039 10.06 1.27 9.616
112040 3.63 0.98 6.958
112041 7.88 2.56 9.148
112042 9.87 0.83 7.291
112043 3.15 0.75 8.092
112044 2.95 1.21 9.639
112045 18.03 3.65 NA
112046 2.71 0.79 6.405
112047 4.02 1.3 9.685
112048 2.3 0.68 8.026
112049 8.08 1.6 8.952
112050 3.9 1.34 8.811
112051 4.67 1.24 8.24
112052 4.06 1.35 9.852
112053 11.3 0.93 7.845
112054 5.38 0.76 7.312
112055 6.26 1.17 6.931
112056 0.53 1.27 8.781
112057 3.66 1.15 8.983
112058 2.68 1.18 8.645
112059 0.5 0.99 8.697
112060 15.18 0.79 3.036
112061 5.7 1.69 10.027
112062 4.48 1.88 9.573
112063 7.08 0.89 7.153
112064 5.58 0.91 7.234
112065 16.07 1.07 8.217
112066 6.16 1.29 8.852
112067 3.48 0.6 7.697
112068 0 1.51 10.059
112069 1.8 1.13 8.608
112070 5.28 1.75 6.653
112071 0.88 1.21 6.478
112072 2.92 0.58 6.761
112073 4.04 1.13 8.04
112074 2.75 0.56 7.584
112075 1.74 0.99 8.329
112076 3.83 0.92 7.981
112077 1.73 1.3 9.265
112078 8.9 1.03 8.18
112079 2.81 0.94 8.315
112080 5.08 1.2 7.78
112081 8.87 1.02 6.406
112082 1.14 1.47 8.982
112083 12.31 1.04 8.192
112084 3.77 1.64 10.522
112085 13.85 0.66 6.933
112086 2.83 1.13 8.865
112087 1.33 0.97 7.904
112088 2.26 0.99 8.462
112089 10.26 1.07 7.973
112090 -0.02 1.66 10.563
112091 1.27 1.05 9.255
112092 46.46 1.31 8.221
112093 4.95 1.86 10.579
112094 4.79 1.19 8.773
112095 2.87 1.55 10.269
112096 8.07 1.34 8.972
112097 0.99 1.63 10.055
112098 5.57 0.6 6.83
112099 4.28 0.95 8.194
112100 1.76 1.22 8.898
112101 12.41 1.17 8.246
112102 2.96 1.2 8.801
112103 19.24 0.93 8.327
112104 -0.52 1.38 9.652
112105 14.71 0.76 4.954
112106 3.63 0.95 7.775
112107 3.91 1.21 8.953
112108 0.38 1.17 9.06
112109 1.76 1.47 9.647
112110 5.22 1.06 8.889
112111 11.22 2.79 8.769
112112 4.56 1.22 8.861
112113 6.73 0.85 4.837
112114 1.92 0.81 7.451
112115 4.63 1.67 9.902
112116 4.3 2.49 10
112117 1.27 1.32 9.114
112118 2.1 5.67 9.782
112119 6.56 0.81 7.354
112120 2.43 0.99 8.523
112121 22.27 0.97 8.055
112122 5.73 2.06 8.778
112123 0.76 1.07 6.932
112124 24.86 0.93 6.567
112125 9.83 0.77 7.652
112126 3.63 1.04 8.289
112127 8 1.31 9.158
112128 7.75 0.93 8.178
112129 0.74 0.92 8.005
112130 11.01 1.27 8.125
112131 23.66 0.97 7.47
112132 4.39 1.33 9.215
112133 3.77 0.91 7.282
112134 9.78 1.11 8.979
112135 4.29 1.78 9.955
112136 -0.03 1.08 9.191
112137 2.27 0.79 7.63
112138 6.49 1.49 9.28
112139 3.33 1.06 8.545
112140 4.45 1.34 8.777
112141 4.05 2.01 10.519
112142 17.23 1.2 7.733
112143 5.04 0.81 6.165
112144 11.89 0.6 5.215
112145 14.8 1.22 9.058
112146 1.3 0.89 8.337
112147 39.82 0.71 7.587
112148 4.92 0.57 7.12
112149 1.4 0.9 8.818
112150 0.95 0.7 7.684
112151 1.73 1.47 9.755
112152 1.43 0.94 8.111
112153 3.12 1.2 9.063
112154 7.63 1.04 8.754
112155 4.28 1.08 8.446
112156 0.23 0.82 9.124
112157 0.89 1.64 9.022
112158 4.14 2.33 NA
112159 5.5 0.85 7.663
112160 7.03 1.14 8.82
112161 7.38 0.64 6.365
112162 4.54 1.02 7.713
112163 0.28 0.69 7.267
112164 3.35 1.38 9.652
112165 12.36 0.75 7.581
112166 2.63 1.28 9.188
112167 7.95 0.71 7.819
112168 0.82 1.08 8.648
112169 2.32 0.89 7.258
112170 19.03 1.88 10.405
112171 3.6 1.12 8.486
112172 10.23 1.24 8.896
112173 -0.77 2.17 9.954
112174 3.28 1.39 9.054
112175 -6.22 5.29 10.322
112176 2.7 1.11 7.865
112177 8.34 1.12 7.483
112178 -0.57 1.66 9.963
112179 3.18 0.65 7.615
112180 1.38 0.89 8.929
112181 2.06 2.01 9.89
112182 1.18 0.93 8.77
112183 9.88 0.66 6.943
112184 6.58 0.87 8.379
112185 5.47 1.02 8.054
112186 -0.34 1.01 9.384
112187 0.82 1.2 8.928
112188 5.33 0.66 6.901
112189 1.74 0.81 8.685
112190 6.02 1.26 8.8
112191 -0.67 1.17 10.718
112192 2.88 0.95 8.024
112193 3.75 0.92 8.012
112194 1.67 1.35 10.39
112195 3.3 1.61 9.901
112196 2.6 1.13 8.857
112197 5.79 2.48 10.027
112198 0.98 1.07 9.295
112199 2.53 1.21 8.696
112200 4.58 1.59 9.684
112201 3.14 1.23 8.785
112202 3.42 0.62 6.595
112203 5.38 0.8 7.18
112204 1.45 0.8 7.223
112205 7.69 0.91 7.361
112206 1.15 0.73 8.084
112207 4.69 0.73 6.624
112208 0.87 2.64 10.935
112209 6.28 1.13 8.665
112210 7.53 1.26 8.413
112211 1.57 1.64 8.904
112212 7.51 4.39 NA
112213 0.26 1.55 9.992
112214 42.35 3.37 NA
112215 NA NA NA
112216 1.42 2.06 10.627
112217 13.94 1.1 8.561
112218 0.47 1.59 10.311
112219 10.69 0.99 7.646
112220 3.13 0.98 8.01
112221 4.28 1.14 8.698
112222 5.95 2.57 8.595
112223 -0.4 1.48 9.924
112224 6.19 1.46 8.523
112225 27.87 0.59 6.5
112226 -0.33 5.07 9.52
112227 7.62 1.58 9.952
112228 -0.33 5.07 9.374
112229 2.6 1.1 9.054
112230 -0.34 1.17 8.961
112231 10.67 1.23 8.846
112232 16.82 1.84 9.07
112233 9.96 0.95 7.606
112234 1.42 0.9 8.1
112235 12.47 5.57 NA
112236 14.99 1.34 8.871
112237 10.81 1.25 8.416
112238 10.19 1.27 8.985
112239 3 0.9 9.521
112240 1.37 0.91 8.146
112241 5.77 1.51 9.368
112242 1.45 1.3 9.524
112243 5.59 1.32 9.357
112244 4.08 0.64 8.008
112245 8.06 1.11 8.104
112246 -0.69 0.96 8.191
112247 11.82 1.2 7.425
112248 6.23 0.98 7.685
112249 2.16 0.94 8.503
112250 3.06 2.16 NA
112251 6.67 1.28 7.559
112252 4.62 0.68 6.994
112253 8.82 1.01 7.825
112254 3.34 1.63 10.065
112255 24.37 3.3 10.123
112256 6.21 0.99 7.202
112257 9.29 0.87 6.383
112258 7.71 2.49 10.361
112259 10.38 1.17 8.783
112260 9.99 0.54 6.582
112261 4.08 2.92 9.062
112262 4.22 0.65 7.662
112263 10.75 0.82 6.552
112264 0.59 1.02 8.684
112265 12.96 1.21 8.624
112266 2.93 1.23 8.84
112267 5.86 1.67 10.166
112268 6.46 1.52 9.285
112269 17.57 0.76 6.496
112270 4.44 0.62 7.125
112271 2.47 1.1 9.68
112272 6.48 1.14 8.575
112273 8.35 0.68 7.897
112274 1.79 0.6 7.636
112275 8.27 0.62 4.983
112276 6.35 1.44 9.516
112277 3.22 0.98 7.884
112278 1.71 0.84 7.859
112279 2.88 0.86 8.128
112280 24.47 3.45 10.653
112281 1.74 1.71 9.902
112282 4.91 0.71 5.655
112283 16.69 1.28 9.101
112284 9.59 1.36 9.058
112285 4.85 1.14 7.927
112286 0.19 1.12 10.139
112287 1.18 2.11 8.583
112288 9.58 0.89 8.375
112289 42.55 4.25 NA
112290 25.98 2.13 11.046
112291 1.85 1.39 9.886
112292 7.11 0.88 8.96
112293 2.89 1.17 8.188
112294 5.56 1.32 9.68
112295 1.35 1.48 10.532
112296 4.18 0.97 7.316
112297 14.9 1.67 9.879
112298 4.22 1.2 9.008
112299 2.56 0.87 9.024
112300 -1.46 1.53 10.188
112301 16.57 8.57 NA
112302 4.32 1.17 8.884
112303 14.35 0.83 7.621
112304 10.65 1.14 9.239
112305 3.33 1.07 9.658
112306 9.71 2.96 9.185
112307 23.23 0.5 4.162
112308 6.57 1.08 8.077
112309 5.42 0.72 6.754
112310 3.7 1.67 9.522
112311 7.12 1 7.735
112312 0.62 0.74 7.474
112313 3.92 1.29 8.569
112314 2.56 1.01 8.479
112315 25.88 0.79 6.71
112316 7.86 1.24 8.462
112317 6.27 1 8.552
112318 18.79 0.64 5.877
112319 -0.31 1.28 9.302
112320 3.42 1.03 8.395
112321 2.13 0.79 6.874
112322 5.26 1.29 9.642
112323 15.11 1.59 10.334
112324 -0.63 1.1 8.523
112325 2.88 1.25 8.992
112326 1.87 1.17 8.409
112327 33.54 0.81 7.959
112328 2.59 1.06 8.306
112329 3.54 0.68 6.712
112330 6.27 0.65 7.317
112331 1.67 1.06 9.781
112332 6.27 1.53 9.227
112333 4.29 0.75 6.621
112334 7.18 0.96 6.947
112335 4.02 0.58 6.857
112336 6.43 1.84 9.427
112337 -0.61 1.28 10.412
112338 1.42 1.14 9.146
112339 3.71 1.09 7.81
112340 2.39 1.02 8.537
112341 8.26 0.7 4.075
112342 22.97 1.25 9.07
112343 5.79 1.57 8.731
112344 2.19 1.11 10.359
112345 5.51 1.08 7.849
112346 1.78 0.75 8.845
112347 61.54 0.77 4.265
112348 3.07 0.94 7.724
112349 13.51 1.05 6.632
112350 8.65 11.79 9.903
112351 4.64 0.96 7.708
112352 38.88 2.9 NA
112353 6.12 0.87 7.966
112354 2.77 0.78 8.492
112355 5.8 1.64 10.266
112356 3.79 1.6 9.764
112357 1.51 1.18 8.569
112358 8.05 1.74 8.068
112359 4.54 1.58 8.303
112360 13.38 1.6 9.059
112361 18.74 1.11 7.98
112362 2.13 1.03 8.26
112363 198.07 2.05 10.396
112364 6.08 1.33 8.761
112365 NA NA NA
112366 -1.13 1.5 9.623
112367 7.19 1.08 8.279
112368 2.38 0.7 7.793
112369 NA NA NA
112370 -0.79 1 8.632
112371 4.31 1.05 8.866
112372 6.15 0.85 6.917
112373 3.59 0.84 8.86
112374 4.5 1.02 8.792
112375 18.18 0.89 7.628
112376 0.51 1.63 10.303
112377 2.81 2.54 8.563
112378 2.96 0.74 8.275
112379 5.66 1.06 8.143
112380 3.49 1.19 9.8
112381 2.87 1.14 8.276
112382 3.62 1.08 8.415
112383 1.53 0.92 7.313
112384 -0.5 1.87 10.709
112385 6.64 1.24 8.95
112386 0.8 2.65 NA
112387 3.18 1 8.101
112388 3.01 1.87 10.382
112389 9 1.03 8.386
112390 3.49 1.21 8.826
112391 4.31 0.82 6.975
112392 36.73 0.99 7.662
112393 4.5 0.96 9.212
112394 15.43 2.39 7.743
112395 7.6 1.02 7.99
112396 37.58 1.28 9.172
112397 10.08 1.18 8.886
112398 2 0.92 7.978
112399 2.06 1.39 9.27
112400 6.92 0.67 6.88
112401 10.18 0.9 6.417
112402 7.56 0.9 7.869
112403 13.64 2.63 NA
112404 29.51 1.44 7.521
112405 5.84 0.88 7.069
112406 25.56 1.03 8.067
112407 8.65 0.98 7.913
112408 3.41 0.61 6.319
112409 6.38 0.7 8.444
112410 5.87 1.15 8.124
112411 0.46 0.84 7.97
112412 21.59 0.86 6.854
112413 3.51 1.33 9.168
112414 10.77 1.19 9.199
112415 30.4 0.91 7.286
112416 0.03 1.23 8.865
112417 4.18 0.91 7.379
112418 6.74 1.06 7.426
112419 10.06 0.51 4.919
112420 4.85 1.06 7.565
112421 18.89 0.97 7.58
112422 13.42 4.17 NA
112423 29.13 2.11 10.465
112424 26.95 1.74 10.016
112425 7.79 0.62 6.892
112426 3.95 1.32 8.748
112427 50.15 0.64 7.625
112428 1.87 1.3 8.689
112429 12.26 0.87 5.352
112430 11.15 1.17 8.346
112431 2.28 1.35 9.404
112432 0.55 2.04 10.732
112433 5.15 0.66 6.619
112434 2.24 1.1 8.435
112435 17.51 3.11 NA
112436 2.77 0.73 8.357
112437 11.83 2.03 8.902
112438 3.8 1.05 9.809
112439 9.91 1.23 9.415
112440 4.51 1.88 10.427
112441 6.54 1.75 9.923
112442 12.55 1.19 5.676
112443 3.16 0.79 9.057
112444 6.95 1.97 NA
112445 0.26 0.8 8.784
112446 3.82 1.7 10.118
112447 4.76 1.37 8.277
112448 10.2 0.83 7.282
112449 13.53 1.52 8.269
112450 3.65 2.09 9.233
112451 3.39 1.2 8.735
112452 11.47 1.14 8.986
112453 2.03 2.46 10.453
112454 14.75 0.78 6.761
112455 8.59 1.13 9.254
112456 0.16 0.89 8.2
112457 6.49 0.82 8.124
112458 1.49 1.47 10.214
112459 31.94 1.66 6.671
112460 5.28 1.42 9.428
112461 4.53 1.35 8.932
112462 1.54 0.66 6.908
112463 4.37 4.18 10.237
112464 3.91 1.05 8.436
112465 4.92 0.69 7.16
112466 9.34 0.66 8.03
112467 6.31 0.81 6.416
112468 11.2 0.91 8.245
112469 3.07 0.76 7.281
112470 1.49 0.95 8.983
112471 2.39 1.13 8.595
112472 6.09 3.14 10.98
112473 3.55 0.92 8.052
112474 0.13 1.4 8.864
112475 6.18 0.85 7.146
112476 6.08 1.44 9.714
112477 3.89 1.14 8.233
112478 7.68 1.12 8.771
112479 4.56 1.68 9.265
112480 18.42 1.17 8.375
112481 25.34 0.88 7.561
112482 6.61 1.02 8.177
112483 0.69 1.33 9.228
112484 15.48 0.83 9.175
112485 4.38 0.69 7.033
112486 16.12 0.99 7.778
112487 5.22 1.79 10.725
112488 7.63 1.01 8.66
112489 0.83 1.09 8.485
112490 8.96 0.76 5.925
112491 1.89 1.32 9.364
112492 4.57 0.53 7.207
112493 1.71 1.41 9.328
112494 21.65 0.97 8.126
112495 1.22 1.16 9.134
112496 7.84 1.54 10.097
112497 4.11 1.66 9.904
112498 2.46 0.98 8.268
112499 3.45 1.13 10.129
112500 2.96 1.52 10.051
112501 1.42 1.21 9.006
112502 5.69 2.64 8.961
112503 8.29 0.56 6.487
112504 2.13 0.96 7.522
112505 4.94 1.09 9.269
112506 4.36 1.27 9.381
112507 4.44 1.47 9.889
112508 10.31 0.88 8.931
112509 -0.12 1.44 9.892
112510 3.06 1.04 7.439
112511 5.35 0.9 6.934
112512 4.84 1.47 10.1
112513 14.97 0.98 8.377
112514 8.64 0.83 6.218
112515 5.49 0.86 7.173
112516 3.58 1.3 8.151
112517 0.88 1.27 8.893
112518 13.12 1 8.5
112519 2.04 0.7 7.383
112520 11.96 1.64 9.432
112521 3.28 1.24 9.643
112522 25.16 0.68 3.499
112523 32.08 2.05 NA
112524 6.12 1.06 8.262
112525 3.32 1.06 7.925
112526 0.34 0.85 8.978
112527 -2.22 9.98 10.23
112528 0.92 2.71 8.906
112529 4.5 1.95 10.555
112530 2.82 1.01 7.95
112531 5.87 0.97 7.703
112532 2.41 1.05 8.401
112533 0.95 0.81 8.52
112534 2.38 1.27 9.334
112535 5.1 0.54 6.2
112536 3.1 1.08 8.597
112537 27.27 1.66 9.816
112538 1.18 1.1 8.728
112539 2.31 1.18 9.03
112540 6.58 1.15 8.961
112541 5.42 0.53 6.122
112542 2.11 1.1 8.811
112543 18.54 1.26 9.223
112544 3.48 1.06 8.182
112545 6.25 1.27 9.093
112546 4.75 0.79 8.366
112547 4.11 0.89 8.033
112548 23.03 2.04 10.78
112549 3.37 1.02 7.763
112550 8.29 2.44 10.444
112551 1.32 1.09 8.086
112552 30.22 2.34 NA
112553 4 0.91 9.327
112554 2.57 2.6 10.868
112555 3.11 0.62 6.492
112556 2.67 1.64 9.758
112557 6.67 0.89 8.715
112558 13.03 0.97 7.275
112559 -0.37 1.18 9.1
112560 4.53 1.1 8.725
112561 10.1 1.5 9.907
112562 22.03 1.93 10.03
112563 13.33 1.14 8.589
112564 1.4 1.87 10.644
112565 2.66 1.23 8.622
112566 11.27 1.12 10.167
112567 0.86 1.81 10.736
112568 16.01 0.89 6.193
112569 0.07 1.63 10.124
112570 12.63 1.38 8.643
112571 7.09 1.01 8.195
112572 2.27 1.46 9.968
112573 5.2 0.79 8.188
112574 6.78 0.85 7.883
112575 0.57 0.79 8.501
112576 7.12 4.11 11.156
112577 0.83 1.27 9.213
112578 27.85 2.05 10.562
112579 1.56 1.01 9.004
112580 4.92 0.81 8.82
112581 3.49 0.91 7.928
112582 1.66 1.23 8.591
112583 2.72 6.38 10.8
112584 6.84 1.84 10.31
112585 3.68 0.98 10
112586 2.71 2.13 10.7
112587 4.97 0.95 8.256
112588 12.59 1.31 8.975
112589 3.81 1.01 7.764
112590 -0.04 1.15 8.566
112591 4.36 0.71 8.425
112592 0.64 1.05 8.054
112593 5.51 0.9 7.063
112594 10.05 1.47 8.499
112595 2.22 1.87 10.194
112596 9.98 0.59 6.35
112597 15.03 0.63 6.816
112598 0.87 0.76 7.823
112599 0.47 1.85 10.568
112600 2.02 1.04 8.496
112601 5.45 1.01 7.895
112602 1.24 1.33 9.804
112603 4.35 1.03 8.346
112604 29.44 2.22 10.996
112605 9.13 0.99 7.648
112606 3.74 1.56 10.092
112607 2.79 0.98 8.029
112608 3.77 0.97 7.863
112609 0.73 1.5 9.686
112610 2.13 1.55 9.843
112611 -0.02 1.08 9.62
112612 4.76 1.22 9.274
112613 3.16 1.81 10.631
112614 14.57 0.83 6.567
112615 4.83 1.01 8.408
112616 8.58 0.98 4.222
112617 4.03 0.81 6.982
112618 -0.49 1.06 9.289
112619 5.4 0.98 8.492
112620 4.73 0.76 7.367
112621 5.13 0.55 7.115
112622 9.81 0.59 6.739
112623 28.27 0.52 3.621
112624 1.87 0.87 7.58
112625 8.29 2.62 8.192
112626 13.11 2.36 7.401
112627 4.47 2.23 11.015
112628 1.57 1.09 9.071
112629 4.85 1.58 9.565
112630 18.27 0.94 8.285
112631 8.78 0.58 5.566
112632 5.77 0.86 9.099
112633 5.59 0.85 7.65
112634 2.84 0.63 7.554
112635 2.59 1 8.065
112636 2.82 1.49 9.493
112637 -1.25 3.25 9.968
112638 2.71 0.6 7.794
112639 7.53 1.37 9.363
112640 3.38 1.87 10.062
112641 5.75 0.94 7.472
112642 9.6 1.33 8.608
112643 13.72 1.35 8.97
112644 17.35 0.83 7.992
112645 1.29 1.35 9.722
112646 14.29 0.88 6.373
112647 11.1 1.32 10.201
112648 27.95 0.77 3.61
112649 2.33 0.95 8.433
112650 1.68 0.83 7.273
112651 4 1.05 8.378
112652 2.34 1.55 9.66
112653 18.15 0.77 7.808
112654 6.32 0.99 8.55
112655 8.05 1.07 8.611
112656 12.47 1.22 8.758
112657 5.45 1.11 8.325
112658 6.25 1.21 9.415
112659 0.53 1.06 9.311
112660 0.39 0.76 8.101
112661 1.99 0.59 6.357
112662 35.87 1.01 7.847
112663 7.87 0.83 9.162
112664 1.32 1.06 8.19
112665 5.16 1.96 9.356
112666 0.64 1.71 10.281
112667 0.56 1.04 9.401
112668 30.3 1.1 8.434
112669 8.01 1 8.014
112670 10.39 1.35 9.266
112671 6.39 0.63 8.2
112672 1.14 1.35 9.942
112673 5.49 1.26 9.019
112674 71.43 1.84 10.11
112675 7.25 1.03 8.168
112676 1.39 1.48 9.406
112677 4.78 3.01 NA
112678 3 0.75 5.934
112679 3.58 1.53 9.747
112680 7.35 0.47 5.3
112681 4.32 1.03 8.958
112682 8.78 1.19 7.809
112683 4.78 3.01 9.637
112684 2.12 2.99 9.218
112685 -0.81 1.4 9.5
112686 9.72 1.98 10.411
112687 5.08 1.16 8.777
112688 6.99 1.13 8.763
112689 7.02 0.71 8.927
112690 2.83 1.8 10.197
112691 6.8 0.9 7.501
112692 3.3 0.69 8.473
112693 2.89 1.08 8.839
112694 5.19 1.05 9.092
112695 2.74 0.77 8.362
112696 3.14 1.2 7.922
112697 5.25 1.3 8.973
112698 3.75 0.94 7.994
112699 5.12 1.26 8.568
112700 52.82 3.04 NA
112701 3.95 0.97 8.241
112702 4.11 1.04 7.244
112703 6.27 0.94 6.636
112704 -0.59 1.37 8.717
112705 2 1.7 8.157
112706 8.21 1.36 9.697
112707 8.99 1.18 7.498
112708 3.3 1.56 10.045
112709 3.14 1.03 8.522
112710 9.36 0.92 8.426
112711 16.66 1.43 9.409
112712 31.95 0.7 7.281
112713 4.3 0.93 7.128
112714 3.03 5.12 10.74
112715 2.38 0.77 8.184
112716 26.17 0.94 8.529
112717 4.85 0.6 7.236
112718 1.11 1.03 9.821
112719 5.66 1 8.1
112720 6.13 1 9.196
112721 10.74 0.93 7.508
112722 5.59 0.72 8.528
112723 2.05 1.55 9.549
112724 22.39 7.56 NA
112725 5.6 1.16 9.408
112726 12 0.76 7.67
112727 7.23 1.35 8.596
112728 4.24 2.62 11.241
112729 5.32 0.94 9.106
112730 25 0.81 8.577
112731 11.17 2.83 NA
112732 25.41 2.93 NA
112733 2.95 0.69 5.57
112734 7.14 0.46 6.05
112735 2.16 0.98 9.032
112736 10.72 0.71 7.453
112737 1.94 2.18 9.613
112738 9.87 0.91 7.408
112739 5.13 0.81 7.554
112740 5.56 0.94 7.967
112741 0.34 1.12 8.822
112742 7.52 2.33 11.147
112743 1.6 1.46 9.722
112744 7.65 0.74 7.719
112745 10.5 1.26 9.111
112746 2.67 0.79 8.468
112747 6.63 0.97 8.628
112748 10.16 0.83 7.35
112749 2.1 1.3 8.552
112750 2.67 0.68 6.863
112751 0.75 1.21 8.756
112752 -1.1 1.19 9.127
112753 6.3 1.64 10.119
112754 6.23 1.76 8.516
112755 0.83 1.4 9.264
112756 NA NA NA
112757 -0.19 1.42 9.925
112758 2.99 0.92 7.671
112759 15.86 1.07 9.924
112760 4.14 0.86 7.646
112761 1.56 1.03 8.336
112762 8.8 0.76 6.088
112763 2.65 1.4 9.389
112764 14.34 0.76 5.924
112765 6.04 3.67 9.284
112766 3.93 1.51 9.293
112767 0.93 1.55 9.613
112768 9.42 1.92 10.995
112769 3.39 1.02 8.235
112770 47.56 1.18 8.37
112771 2.39 1.85 10.262
112772 6.89 1.62 6.976
112773 4.08 1.35 8.756
112774 7.75 1.46 9.91
112775 4.08 1.51 9.352
112776 12.1 0.57 6.737
112777 2.92 1.36 9.017
112778 1.04 1.38 8.876
112779 1.5 1.29 8.729
112780 4.21 1.1 8.189
112781 2.85 0.58 7.574
112782 -0.27 0.71 7.3
112783 7.57 0.93 7.186
112784 -1.2 1.16 8.637
